,_V_I_OFF_x,_V_I_OFF_y
533,-1.656,0.049456023817570284
534,-1.654,0.04945559138413991
535,-1.652,0.04945514967337388
536,-1.65,0.04945469920551455
537,-1.648,0.04945424051862049
538,-1.646,0.0494537741685666
539,-1.644,0.049453300729044004
540,-1.642,0.04945282079156014
541,-1.64,0.04945233496543869
542,-1.638,0.04945184387781964
543,-1.636,0.04945134817365921
544,-1.634,0.04945084851572994
545,-1.632,0.0494503455846206
546,-1.63,0.04944984007873627
547,-1.628,0.04944933271429828
548,-1.626,0.04944882422534423
549,-1.6239999999999999,0.049448315363728026
550,-1.6219999999999999,0.04944780689911981
551,-1.6199999999999999,0.04944729961900602
552,-1.6179999999999999,0.04944679432868936
553,-1.6159999999999999,0.049446291851288814
554,-1.6139999999999999,0.04944579302773963
555,-1.6119999999999999,0.04944529871679334
556,-1.6099999999999999,0.04944480979501773
557,-1.6079999999999999,0.0494443271567969
558,-1.6059999999999999,0.049443851714331175
559,-1.6039999999999999,0.04944338439763719
560,-1.6019999999999999,0.04944292615454783
561,-1.5999999999999999,0.04944247795071227
562,-1.5979999999999999,0.049442040769595956
563,-1.5959999999999999,0.0494416156124806
564,-1.5939999999999999,0.0494412034984642
565,-1.5919999999999999,0.049440805464461
566,-1.5899999999999999,0.04944042256520156
567,-1.5879999999999999,0.04944005587323268
568,-1.5859999999999999,0.04943970647891744
569,-1.5839999999999999,0.049439375490435214
570,-1.5819999999999999,0.04943906403378162
571,-1.5799999999999998,0.049438773252768575
572,-1.5779999999999998,0.04943850430902425
573,-1.5759999999999998,0.04943825838199311
574,-1.5739999999999998,0.04943803666893586
575,-1.5719999999999998,0.04943784038492953
576,-1.5699999999999998,0.049437670762867376
577,-1.568,0.049437529053458946
578,-1.566,0.049437416525230066
579,-1.564,0.049437334464522836
580,-1.562,0.04943728417549562
581,-1.56,0.04943726698012306
582,-1.558,0.04943728421819608
583,-1.556,0.04943733724732186
584,-1.554,0.04943742744292388
585,-1.552,0.049437556198241854
586,-1.55,0.049437724924331815
587,-1.548,0.049437935050066044
588,-1.546,0.04943818802213309
589,-1.544,0.04943848530503779
590,-1.542,0.04943881790658165
591,-1.54,0.04943916654672489
592,-1.538,0.04943952972248182
593,-1.536,0.04943990636110618
594,-1.534,0.04944029540915431
