,_n_OFF_x,_n_OFF_y
498,-2.87,0.9957686145190612
499,-2.8680000000000003,0.9957685912644592
500,-2.866,0.9957685657319162
501,-2.864,0.9957685378939704
502,-2.862,0.9957685077265618
503,-2.8600000000000003,0.9957684752090321
504,-2.858,0.9957684403241248
505,-2.856,0.9957684030579853
506,-2.854,0.9957683634001606
507,-2.8520000000000003,0.9957683213435996
508,-2.85,0.9957682768846531
509,-2.848,0.9957682300230735
510,-2.846,0.995768180762015
511,-2.8440000000000003,0.9957681291080337
512,-2.842,0.9957680750710874
513,-2.84,0.9957680186645358
514,-2.838,0.9957679599051403
515,-2.8360000000000003,0.9957678988130639
516,-2.834,0.9957678354118719
517,-2.832,0.9957677697285309
518,-2.83,0.9957677017934093
519,-2.8280000000000003,0.9957676316402777
520,-2.826,0.9957675593063082
521,-2.824,0.9957674848320747
522,-2.822,0.9957674082615529
523,-2.8200000000000003,0.9957673296421201
524,-2.818,0.995767249024556
525,-2.816,0.9957671664630414
526,-2.814,0.9957670820151592
527,-2.8120000000000003,0.9957669957418941
528,-2.81,0.9957669077076325
529,-2.808,0.9957668179801628
530,-2.806,0.9957667266306747
531,-2.8040000000000003,0.9957666337337602
532,-2.802,0.9957665393674129
533,-2.8,0.9957664436130281
534,-2.798,0.9957663465554032
535,-2.7960000000000003,0.9957662482827369
536,-2.794,0.99576614888663
537,-2.792,0.9957660484620849
538,-2.79,0.9957659471075063
539,-2.7880000000000003,0.9957658449247001
540,-2.786,0.9957657420188741
541,-2.784,0.9957656384986381
542,-2.782,0.9957655344760036
543,-2.7800000000000002,0.9957654300663838
544,-2.778,0.9957653253885937
545,-2.776,0.9957652205648504
546,-2.774,0.9957651157207722
547,-2.7720000000000002,0.9957650109853796
548,-2.77,0.995764906491095
549,-2.768,0.9957648023737421
550,-2.766,0.9957646987725469
551,-2.7640000000000002,0.995764595830137
552,-2.762,0.9957644936925415
553,-2.76,0.9957643925091917
554,-2.758,0.9957642924329206
555,-2.7560000000000002,0.9957641936199628
556,-2.754,0.9957640962299549
557,-2.752,0.9957640004259352
558,-2.75,0.9957639063743435
559,-2.748,0.9957638142450221
560,-2.746,0.9957637242112144
561,-2.7439999999999998,0.995763636449566
562,-2.742,0.9957635511401239
563,-2.74,0.9957634684663375
564,-2.738,0.9957633886150572
565,-2.7359999999999998,0.9957633117765359
566,-2.734,0.9957632381444278
567,-2.732,0.9957631679157891
568,-2.73,0.9957631012910779
569,-2.7279999999999998,0.9957630384741539
570,-2.726,0.9957629796722786
571,-2.724,0.9957629250961153
572,-2.722,0.9957628749597291
573,-2.7199999999999998,0.9957628294805871
574,-2.718,0.9957627888795578
575,-2.716,0.9957627533809118
576,-2.714,0.9957627232123212
577,-2.712,0.9957626986048602
578,-2.71,0.9957626797930047
579,-2.708,0.9957626670146321
580,-2.7060000000000004,0.9957626605110221
