,control_x,control_y,duration_x,duration_y,intensity_x,intensity_y
109,-2.2699999999999996,0.0,-2.29,0.0,-2.2699999999999996,0.0
110,-2.26,0.0,-2.28,0.0,-2.26,0.0
111,-2.25,0.0,-2.2699999999999996,0.0,-2.25,0.0
112,-2.2399999999999998,0.0,-2.26,0.0,-2.2399999999999998,0.0
113,-2.2299999999999995,0.0,-2.25,0.0,-2.2299999999999995,0.0
114,-2.2199999999999998,0.0,-2.2399999999999998,0.0,-2.2199999999999998,0.0
115,-2.21,0.0,-2.2299999999999995,0.0,-2.21,0.0
116,-2.2,0.0,-2.2199999999999998,0.0,-2.2,0.0
117,-2.19,0.0,-2.21,0.0,-2.19,0.0
118,-2.1799999999999997,0.0,-2.2,0.0,-2.1799999999999997,0.0
119,-2.17,0.0,-2.19,0.0,-2.17,0.0
120,-2.16,0.0,-2.1799999999999997,0.0,-2.16,0.0
121,-2.15,0.0,-2.17,0.0,-2.15,0.0
122,-2.1399999999999997,0.0,-2.16,0.0,-2.1399999999999997,0.0
123,-2.13,0.0,-2.15,0.0,-2.13,0.0
124,-2.12,0.0,-2.1399999999999997,0.0,-2.12,0.0
